"date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","city"
2014-05-22,3e+05,3,1,1200,8280,1,0,0,3,1200,0,1966,1963,"ad"
2014-06-17,253000,2,1,790,16306,1,0,0,4,790,0,1942,1982,"aa"
2014-06-17,936000,4,1.5,2310,3825,2,0,0,3,2310,0,1909,1988,"aa"
2014-07-10,879000,4,2.5,2250,4743,2.5,0,0,5,1400,894,1929,1979,"aa"
2014-07-02,1075000,4,5,6040,244716,2,0,0,3,5070,1830,2010,0,"ap"
2014-06-06,253500,2,1,1380,10096,1,0,0,4,1390,0,1985,0,"ao"
2014-06-20,456000,3,1.75,1180,11862,1,0,0,3,1190,0,1969,2014,"am"
2014-06-19,310000,2,1,780,7528,1,0,0,3,780,0,1943,2002,"bf"
2014-06-24,762500,3,3.5,4500,9700,2,0,0,3,3360,1180,2014,0,"ah"
2014-06-02,250000,4,2,2080,7100,1,0,0,4,1460,600,1983,0,"ak"
2014-06-02,440000,4,2.25,2070,12007,1,0,0,3,1320,730,1985,0,"bo"
2014-06-25,190000,2,1,720,5000,1,0,0,3,720,0,1921,2001,"aa"
2014-05-27,375000,2,1,1320,6120,1,0,0,3,1470,0,1943,1999,"aa"
2014-05-22,380000,3,2.5,2150,4118,2,0,0,5,2110,0,1989,0,"ad"
2014-05-05,220000,3,1.5,800,3211,1.5,0,0,4,680,0,1928,0,"aa"
2014-06-24,941000,4,2.5,4270,43386,2.5,0,0,3,4290,0,1984,0,"ay"
2014-05-02,550000,4,2.5,1940,9653,1,0,0,4,1430,480,1968,0,"ac"
2014-05-28,1285000,3,1.75,2200,40946,1,0,0,4,2130,170,1989,0,"ac"
2014-07-01,1565000,4,3,3300,8281,2,0,3,5,2240,900,1985,0,"ac"
2014-05-21,975000,4,2.75,3030,8684,2,0,2,3,3370,0,2007,0,"ah"
2014-06-03,0,4,1,1540,7500,1,0,0,4,910,620,1980,0,"af"
2014-06-26,9e+05,4,3.25,3370,10890,2,0,2,3,3110,650,2003,0,"ah"
2014-06-20,754800,3,2.25,2910,10192,2,0,0,3,2910,0,1993,0,"ag"
2014-06-16,825000,6,3.25,4500,21870,1.5,0,0,5,2230,1560,1916,0,"az"
2014-06-10,555000,3,1.75,1930,3521,1,0,0,3,1100,830,1959,1980,"aa"
2014-06-17,142500,3,1,1040,9600,1,0,0,4,1040,0,1955,2009,"be"
2014-05-05,890000,4,2,3140,24440,1,0,0,4,2070,950,1964,0,"ai"
2014-06-03,650000,4,2.5,2790,230868,2,0,0,4,2790,0,1990,2011,"aj"
2014-05-07,428000,3,2.5,1408,1240,3,0,0,3,1410,0,2005,0,"aa"
2014-06-25,599990,3,2,2230,5080,1.5,0,0,3,1510,760,1930,0,"aa"
2014-07-09,210614.285714,3,1,910,7742,1,0,0,3,910,0,1954,2005,"ac"
2014-06-20,725000,4,2.75,2420,4694,2,0,0,3,2420,0,2010,0,"am"
2014-05-19,285000,3,1,1450,9600,2,0,0,3,1460,0,2000,0,"bb"
2014-06-02,544000,5,2,2580,10875,1,0,0,4,1650,930,1978,2000,"am"
2014-06-18,309000,3,2.25,1490,7700,1,0,0,5,940,480,1978,0,"ad"
2014-05-20,480000,4,2.5,2560,6250,2,0,0,4,2550,0,1990,0,"au"
2014-06-25,240000,3,2,1400,9220,1,0,0,3,1390,0,1957,2000,"ar"
2014-06-05,355500,2,1.5,880,4500,1,0,0,4,890,0,1905,0,"aa"
2014-07-07,1360000,3,3,4260,8076,2.5,0,0,4,3930,0,1910,0,"aa"
2014-07-03,295950,2,1,870,6500,1.5,0,0,3,860,0,1938,1990,"aa"
2014-06-03,174500,3,1,970,6600,1,0,0,3,970,0,1977,2004,"az"
2014-06-12,578000,4,2.5,3150,9225,1,0,2,3,1660,1400,1985,0,"aq"
2014-06-23,497000,4,2.25,2060,15086,1,0,0,4,1490,550,1954,1979,"aa"
2014-07-01,691500,4,2.25,1950,10766,1,0,0,4,1320,580,1975,0,"ac"
2014-05-09,324000,4,1.5,1470,70800,1,0,0,4,1010,490,1966,0,"af"
2014-06-13,345000,1,1.5,1010,5100,1,0,0,3,1010,120,1942,2002,"aa"
2014-06-13,556000,4,1.75,2110,5150,1.5,0,0,4,1640,480,1932,1982,"aa"
2014-05-16,238000,5,1.5,1310,6032,1,0,0,3,860,420,1956,2001,"aa"
2014-07-01,368112.5,4,2.5,4230,31747,2,0,0,3,4620,0,1977,2004,"af"
2014-05-23,648475,3,3,1820,4910,1,0,0,4,1190,630,1964,0,"aa"
2014-07-10,670000,5,2.25,2890,10300,1,0,0,4,2760,300,1987,0,"ae"
2014-07-05,454790,4,2.5,1980,6555,2,0,0,3,1980,0,2002,0,"aa"
2014-06-18,243069.230769,2,1.75,1500,7276,1,0,0,3,1460,0,1993,0,"an"
2014-07-09,625000,2,2,3160,8016,1,0,0,4,1790,1340,1980,0,"ae"
2014-05-16,306500,4,2.5,2070,7226,2,0,0,3,2070,0,2007,0,"az"
2014-07-05,672500,4,2.5,2496,51354,2,0,0,3,2500,0,1997,0,"bd"
2014-06-11,415000,3,2,1440,8700,1,0,0,4,1480,0,1969,0,"am"
2014-05-21,429000,3,2.5,2060,15124,2,0,0,3,2052,0,1993,0,"am"
2014-05-09,324000,3,1.5,1570,31626,1,0,0,4,1490,0,1959,0,"af"
2014-05-29,485000,4,1.75,1650,3896,1.5,0,0,3,1720,0,1916,0,"aa"
2014-06-02,298000,4,2.5,2760,9000,1,0,0,4,1560,1110,1978,2000,"an"
2014-05-14,155000,3,1,1010,5490,1,0,0,3,1010,0,1967,2011,"ar"
2014-05-27,438000,3,1.75,1820,4005,1,0,0,3,1020,800,1956,2001,"aa"
2014-06-10,149500,3,1,1210,6405,1,0,0,3,800,435,1944,0,"aa"
2014-07-02,3e+05,3,1.5,1590,8640,1,0,0,3,850,650,1961,2004,"aa"
2014-06-23,3e+05,3,1,1620,7800,1,0,0,3,1260,270,1960,2012,"aa"
2014-06-16,534500,4,2.5,3110,5700,2,0,0,3,3130,0,2001,0,"ad"
2014-06-30,385000,4,2.5,2700,8483,2,0,0,3,2700,0,1991,0,"ao"
2014-05-09,255000,1,1,800,5040,1,0,0,3,800,0,1912,1979,"aa"
2014-06-12,310000,4,2,2290,6000,1.5,0,0,3,1500,760,1935,1974,"aa"
2014-06-03,253000,2,1.75,1310,1210,1,0,0,3,650,570,1928,2001,"aa"
2014-06-10,695000,3,3.25,2440,7500,2,0,0,3,2437,0,1962,2003,"ac"
2014-06-23,180785.714286,1,1,720,10920,1,0,0,4,720,0,1928,0,"aa"
2014-07-08,623000,2,1.75,1420,3876,1,0,0,5,770,600,1916,1988,"aa"
2014-05-22,180000,3,2,1170,7600,1,0,0,3,1170,0,1995,0,"af"
2014-05-02,2384000,7,6.25,9640,8856,2.5,0,3,3,7320,4130,2008,0,"ae"
2014-05-12,238750,4,2.5,2200,7079,2,0,0,3,2180,0,1978,0,"az"
2014-06-24,349950,4,2.5,2250,8548,1,0,0,3,1480,740,1962,2003,"ai"
2014-05-28,210000,3,1.5,1350,7958,1,0,0,3,1340,0,1960,2012,"aa"
2014-05-23,505000,3,1.75,1670,3250,1,0,0,4,820,830,1951,1999,"aa"
2014-06-09,240000,3,1,890,28800,1,0,0,3,880,0,1983,2009,"ba"
2014-07-08,568000,3,2.25,1940,219527,1.5,0,0,3,1650,300,1985,0,"af"
2014-06-26,214750,2,1,770,833,2,0,0,4,780,0,1910,0,"ak"
2014-07-03,810000,3,2.5,2760,2387,2,0,0,3,1830,920,1914,0,"aa"
2014-05-19,285000,4,2.5,3390,8970,2,0,1,3,3370,0,1948,1994,"aa"
2014-06-13,1335000,4,4.5,3530,9170,2,0,1,3,2460,1120,1918,2003,"aa"
2014-06-04,525000,5,3,2890,11440,2,0,0,3,2340,600,2002,0,"az"
2014-06-05,605004,3,2.25,1900,36210,1,0,0,3,1430,460,1955,2005,"ac"
2014-07-01,530000,4,2.5,2590,5250,2,0,2,3,2590,0,2013,1923,"al"
2014-05-21,195000,3,1.75,1380,7350,1,0,0,3,1400,0,1962,2003,"ak"
2014-05-15,540833.333333,3,1.75,1300,4284,1,0,0,5,1290,0,1909,1988,"aa"
2014-06-30,760000,3,1.5,1660,8400,2,0,0,5,1330,400,1952,1998,"au"
2014-06-16,862000,4,2.25,2060,8640,1,0,0,4,1660,350,1975,0,"av"
2014-06-17,332000,3,2.5,2570,5050,2,0,0,3,2560,0,1998,2006,"ad"
2014-06-23,322200,4,3,2120,6222,2,0,0,3,2120,0,2003,0,"aq"
2014-05-23,661254,6,2.75,3260,11446,2,0,0,3,3250,0,1937,1999,"aa"
2014-07-10,360000,5,2,2280,7149,1.5,0,0,4,1400,940,1969,0,"az"
2014-06-11,762400,4,2.5,3280,6465,2,0,0,3,3290,0,2003,0,"ag"
2014-05-05,416286,3,2.5,1408,953,3,0,0,3,1420,0,2005,0,"aa"
2014-05-14,542000,3,2,1300,14250,1,0,0,4,1310,0,1963,0,"ac"
2014-05-09,0,4,2.75,3200,8970,2,0,0,3,2400,880,1991,0,"bf"
2014-05-27,0,4,2.5,4080,112521,2,0,0,3,2500,1400,1938,1994,"aq"
2014-06-24,575000,3,2.5,1830,10109,2,0,0,3,1830,0,1987,2000,"ag"
2014-05-07,705000,3,2,2240,5700,1.5,0,0,4,1810,530,1937,0,"aa"
2014-05-19,333000,3,2.25,2270,7200,1,0,0,3,1640,600,1974,0,"ad"
2014-05-06,535000,5,2.75,2990,9636,2,0,0,3,3010,0,2001,0,"ae"
2014-05-30,237481.25,3,2,1760,22320,1.5,0,0,3,1640,180,1958,2004,"ao"
2014-06-26,525000,2,0.75,1240,5000,1,0,0,3,860,320,1910,2000,"aa"
2014-06-19,385000,2,1.5,1480,5120,1,0,0,4,780,730,1942,1982,"aa"
2014-06-18,568450,4,2.25,2350,50233,2,0,0,3,2370,0,1991,0,"ag"
2014-06-10,269000,2,1,870,4000,1,0,0,4,860,0,1916,0,"ad"
2014-06-11,329950,3,2.5,1730,2500,2,0,0,4,1690,0,2002,0,"ai"
2014-06-01,250000,3,1.5,1470,9600,1,0,0,3,1490,0,1952,2005,"af"
2014-05-22,1050000,2,1.75,2090,4505,2,0,0,5,1730,340,1906,0,"aa"
2014-06-18,330000,6,3,2450,5003,2,0,0,3,2490,0,2003,0,"ay"
2014-06-16,1712500,4,2.75,4570,9160,2,0,3,3,3710,1120,2001,0,"ac"
2014-07-02,1075000,4,3.5,3820,29224,2,0,0,3,3280,990,1987,2000,"ac"
2014-06-06,1300000,2,1.75,2200,9604,1.5,0,0,3,2360,0,2002,0,"ac"
2014-05-06,450000,3,2.5,2910,7693,2,0,0,3,2920,0,2004,2003,"ad"
2014-06-12,585000,4,2.75,2240,4800,1,0,0,3,1270,950,1964,2000,"ae"
2014-05-28,150000,3,1,1010,9936,1,0,0,3,1010,0,1991,0,"az"
2014-07-07,1450000,4,3,3770,20570,1,0,1,4,2020,1740,1972,0,"ac"
2014-06-19,221000,3,1.75,1400,8450,1,0,0,4,1390,0,1990,0,"an"
2014-06-05,535000,5,3,2910,7420,2,0,0,3,2795,360,2004,2003,"am"
2014-05-28,815000,4,2,3370,35298,1,0,0,3,3580,0,1949,1998,"al"
2014-05-14,175000,4,1,1120,8925,1,0,0,4,1120,0,1954,1979,"ai"
2014-06-05,356000,4,2.5,2240,5338,2,0,0,3,2230,0,2009,0,"af"
2014-07-02,575000,3,1.75,1640,9090,1,0,0,5,1710,0,1959,0,"aa"
2014-05-15,550000,3,2.5,2510,4945,2,0,0,3,2500,0,2008,0,"ae"
2014-06-17,170000,3,1,1200,6600,1,0,0,3,1170,0,1965,1993,"af"
2014-05-11,870300,4,2.5,3950,10856,1,0,0,3,3110,1250,2010,0,"ae"
2014-06-23,335000,3,1.75,1700,7884,1,0,0,3,1200,500,1959,1998,"am"
2014-05-28,665000,4,2.5,2670,10000,1,0,3,3,1390,1370,1985,0,"am"
2014-06-13,305000,4,2.5,2760,12672,1,0,0,4,1510,1160,1976,1992,"ad"
2014-05-02,640000,5,2.5,2540,67518,2,0,0,3,2520,0,1997,0,"bd"
2014-07-09,659950,3,2,2140,75794,1,0,0,3,1530,700,2000,0,"ad"
2014-05-02,626000,4,2.75,2450,8408,1,0,0,4,1600,800,1968,0,"ac"
2014-06-05,257000,4,2.25,1830,7203,1,0,0,4,1050,800,1970,0,"aq"
2014-05-23,662990,4,3,2620,5040,1,0,0,4,1290,1370,1939,1989,"aa"
2014-05-15,295000,5,2.5,1910,7226,2,0,0,3,1910,0,1993,0,"aq"
2014-07-02,253000,2,1.5,830,2119,2,0,0,3,840,0,2009,0,"ay"
2014-05-20,710000,3,2.5,2420,4004,3,0,0,3,2420,0,2005,0,"am"
2014-05-13,525000,3,1.75,1890,8000,1,0,0,4,1090,780,1925,1968,"aa"
2014-05-12,368000,3,1,1400,9647,1,0,0,3,1410,0,1967,2011,"al"
2014-06-12,656500,4,2.75,2790,63118,2,0,0,3,2790,0,1987,2000,"aj"
2014-05-22,6e+05,3,2.5,3290,6402,2,0,0,3,3290,0,2004,2003,"ah"
2014-07-07,780000,4,2.5,2620,4094,2,0,0,3,2620,0,1999,0,"ap"
2014-07-01,1297000,5,3.25,3370,5040,3,0,3,3,2510,1130,2008,0,"aa"
2014-06-12,585000,3,2,2030,4788,1,0,0,3,1040,890,1929,1993,"aa"
2014-07-01,952500,3,2.25,2770,13791,2,0,0,3,2770,0,1991,0,"ac"
2014-05-16,490000,3,2.25,2170,4300,2,0,0,4,2180,0,1941,1998,"aa"
2014-06-19,1027000,2,0,1570,5400,2,0,0,4,1570,0,1945,0,"aa"
2014-05-02,237227.857143,3,2,1490,8366,1,0,0,3,1570,0,1985,0,"az"
2014-06-19,510000,3,1.75,1750,1879,1.5,0,0,4,1810,0,1900,1988,"aa"
2014-07-10,203400,3,1,910,14400,1,0,0,3,910,0,1960,2012,"af"
2014-06-20,725000,3,2,1490,5980,2,0,0,4,1490,0,1914,1945,"aa"
2014-05-24,372000,4,2.5,3140,23265,2,0,0,3,2480,670,1996,0,"af"
2014-06-03,309000,5,2.75,2481,7666,2,0,0,3,2480,0,1990,2009,"ad"
2014-05-12,372500,5,2.75,2050,32400,2,0,0,3,2100,0,1987,2000,"aq"
2014-06-23,275000,3,1,1270,11600,1,0,0,5,880,450,1978,0,"af"
2014-05-29,295000,4,2.5,2210,6080,2,0,0,3,2210,0,2011,0,"af"
2014-05-09,742500,4,2.75,2830,5310,2,0,0,3,2810,0,2003,0,"am"
2014-06-19,950833.333333,4,2,3990,6906,2,0,0,4,3990,0,1937,0,"aa"
2014-05-07,599000,3,2,1480,9191,1,0,0,5,1470,240,1977,0,"ap"
2014-07-09,720500,3,2.5,2820,6308,2,0,0,3,2830,0,1989,0,"aa"
2014-06-19,750000,4,2.75,2880,8364,2,0,0,3,2890,90,2014,0,"ah"
2014-06-16,899950,4,3.5,3330,6675,2,0,0,3,3260,540,2014,0,"ap"
2014-07-02,475000,3,1.5,2330,4322,1.5,0,0,4,1260,1000,1916,0,"aa"
2014-07-01,349500,3,2.25,2140,7208,1,0,0,4,1580,520,1955,2009,"ad"
2014-05-13,287600,3,3,1571,1249,2,0,0,3,1140,390,2006,0,"aa"
2014-06-19,269900,3,1.5,1500,9415,1,0,0,4,1520,0,1966,0,"ad"
2014-06-20,4e+05,3,1,1830,9205,1,0,0,3,1110,720,1962,2004,"ai"
2014-05-12,850000,4,1.75,2330,8556,1,0,3,4,1650,680,1940,2001,"aa"
2014-06-09,390000,3,1,1560,6909,1,0,0,3,1260,200,1955,2014,"ai"
2014-05-23,606000,3,2.5,2830,213879,2,0,0,3,2850,0,2001,0,"at"
2014-05-13,450000,3,2.25,1970,43560,2,0,0,3,1090,860,1977,2004,"ap"
2014-05-27,305000,4,1,1150,8184,1,0,0,4,1180,0,1962,0,"ad"
2014-05-05,627000,5,2.75,3320,4500,2,0,0,3,3260,160,2007,0,"ah"
2014-05-13,415000,3,1.5,1260,11502,1,0,0,4,1260,0,1953,1983,"ad"
2014-05-15,185000,3,1,1050,7200,1,0,0,3,820,240,1968,1997,"az"
2014-07-04,672500,4,2.5,2790,45902,2,0,0,3,2790,0,1997,0,"am"
2014-06-09,428000,2,1,1100,2570,1,0,0,4,720,370,1911,1989,"aa"
2014-05-28,325000,3,2.25,1347,6000,2,0,0,3,910,500,2009,0,"aa"
2014-06-20,650000,2,1.5,1300,7200,1,0,0,3,1300,0,1940,1996,"aa"
2014-06-11,852600,4,3.25,2420,5900,2,0,4,3,1840,610,1905,2013,"aa"
2014-06-09,585000,4,2.5,2430,4747,2,0,0,3,2420,0,2013,1923,"ad"
2014-06-20,660000,4,2.25,2500,17788,2,0,0,3,2500,0,1979,2014,"ap"
2014-05-07,352000,3,1.5,1180,10541,1,0,0,4,1180,0,1978,2000,"au"
2014-05-12,690000,5,2.75,2830,6268,2,0,0,3,2840,0,1998,2006,"ag"
2014-05-20,925000,2,2.5,2690,23400,2,0,0,3,2690,0,1993,0,"ae"
2014-05-07,5e+05,3,2.5,1940,7838,2,0,0,3,1940,0,1989,0,"am"
2014-05-27,460000,4,2.5,2520,10000,1,0,0,3,1340,1160,1978,0,"ab"
2014-06-02,432500,4,2.5,2410,4780,2,0,0,3,2400,0,2010,0,"ad"
2014-06-17,540000,4,2.25,1990,6000,2,0,0,3,2020,0,1978,0,"ae"
2014-07-01,525000,4,1.75,2400,108900,1,0,0,4,2340,0,1980,0,"aj"
2014-05-07,503000,2,2.5,2200,6815,2,0,0,3,2170,0,1990,2009,"am"
2014-06-16,798800,3,1.5,1660,5719,1,0,0,3,1080,530,1946,0,"aa"
2014-06-02,315000,3,1,1210,1374,2,0,0,3,1170,0,2006,0,"aa"
2014-06-04,327500,3,2.5,1950,7500,2,0,0,3,1950,0,1993,0,"af"
2014-05-15,914500,4,3,4700,9700,2,0,0,3,3930,1040,2013,1923,"ag"
2014-06-26,8e+05,4,1.75,2090,10800,1,0,0,4,1550,530,1960,2001,"aa"
2014-06-25,544000,2,1.25,830,1858,2,0,0,3,840,0,1990,2009,"aa"
2014-07-01,260000,4,2.25,1830,6136,2,0,0,3,1830,0,1997,0,"af"
2014-06-29,325000,6,2,1900,11612,1,0,0,3,1080,800,1960,2012,"aa"
2014-05-09,782000,4,2.75,2790,7938,2,0,0,3,2790,0,1989,0,"ac"
2014-06-10,4e+05,2,1,1140,4440,1,0,0,4,1060,0,1924,0,"aa"
2014-05-31,693000,4,2.5,2961,12146,2,0,0,3,2960,0,1996,0,"ao"
2014-05-06,5e+05,3,2,1560,4800,1,0,0,4,860,650,1906,1990,"aa"
2014-06-04,335000,3,2,1463,5600,1.5,0,0,4,1490,0,1955,2009,"aa"
2014-05-06,365000,3,1,1620,4049,1,0,0,4,870,820,1949,1985,"aa"
2014-05-08,350000,2,1.5,1160,746,2,0,0,3,990,180,2008,0,"aa"
2014-06-13,849900,3,2,1590,9147,2,0,0,5,1590,140,1983,0,"ac"
2014-05-29,408900,2,1,710,2475,1,0,0,3,700,0,1928,1954,"aa"
2014-06-19,378750,5,1.75,2080,11942,1,1,4,4,1230,900,1961,2001,"ai"
2014-05-09,460000,3,2.5,1600,4271,2,0,0,3,1590,0,1994,0,"ap"
2014-05-06,367500,3,1.5,1390,5500,1,0,0,4,1370,0,1946,1988,"aa"
2014-05-07,313000,2,1,830,7260,1,0,0,3,850,0,1948,1984,"aa"
2014-05-21,2700000,6,6.75,5190,20445,1,0,3,4,3810,1560,1957,2001,"av"
2014-06-25,890000,4,2.25,2290,11824,1,0,3,4,1780,550,1954,1979,"av"
2014-07-07,665000,5,2,2800,28500,1,0,0,3,1450,1360,1958,2004,"ac"
2014-07-08,789900,2,2.5,2560,5500,2,0,0,5,2440,0,1945,0,"aa"
2014-06-13,622500,4,3.5,4690,16197,2,0,0,3,3800,910,1993,0,"bc"
2014-06-04,907500,4,3.5,4500,32467,2,0,0,3,3420,1010,1991,0,"ac"
2014-05-06,655500,3,2,1320,3870,1,0,0,4,1380,0,1950,1982,"aa"
2014-06-18,515000,3,2.5,2020,7201,1,0,0,4,1010,1010,1952,0,"aa"
2014-05-07,6e+05,3,2.5,2480,5401,2,0,0,3,2480,0,2008,0,"aa"
2014-05-21,1185000,3,2.5,1970,6000,2,0,1,5,1970,0,1977,0,"ae"
2014-07-03,554950,5,3,3640,49709,2,0,0,3,3580,0,1959,1989,"bg"
2014-05-09,583000,4,3.25,3200,11900,2,0,0,5,3190,0,1977,0,"ap"
2014-06-17,421000,3,2.5,1930,4400,2,0,0,3,1930,0,2006,0,"ah"
2014-06-02,405000,3,1,1190,7876,1,0,0,4,1170,0,1949,1983,"aa"
2014-06-13,299000,4,2.75,1940,5000,1,0,0,3,1030,870,1930,1983,"aa"
2014-06-25,190000,1,1,620,8149,1,0,0,3,620,0,1939,1969,"ak"
2014-06-16,524000,3,1.75,1420,4800,1,0,0,4,880,500,1962,0,"aa"
2014-06-04,371000,3,1,950,5664,1,0,0,4,930,0,1940,2001,"aa"
2014-05-22,480000,4,2.5,2150,9070,1,0,2,4,1800,480,1976,1992,"ab"
2014-06-18,206000,3,1,1050,9600,1,0,0,4,1050,0,1968,0,"aq"
2014-06-06,650000,5,2.75,2550,4160,1.5,0,2,5,1550,940,1926,0,"aa"
2014-06-27,342000,3,1.5,1520,20000,1,0,0,3,1520,0,1959,1989,"af"
2014-05-21,334990,3,2.5,1700,4105,2,0,0,3,1700,0,2003,0,"bf"
2014-05-07,380000,5,2.5,2710,5557,2,0,0,3,2710,0,2002,0,"af"
2014-05-08,1500000,5,4.25,4670,18707,2,0,1,4,4570,0,1979,0,"av"
2014-07-03,1012000,3,2.5,3540,7200,2,0,0,3,3480,0,2003,0,"am"
2014-06-20,994500,3,3.25,3050,5001,2,0,0,3,3064,0,2005,0,"aa"
2014-05-09,346750,3,1.75,1960,7800,2,0,1,3,1950,0,1910,1945,"ai"
2014-05-27,477000,3,2.25,1270,1249,2,0,0,3,1040,200,2010,0,"aa"
2014-05-12,1200000,4,2.25,4470,52889,1,0,3,3,4080,910,1989,0,"ak"
2014-06-12,370000,3,1,1160,12150,1,0,0,3,1160,0,1969,2010,"aj"
2014-06-19,323833.333333,4,2.25,1900,19000,1,0,0,3,1190,770,1958,2004,"aa"
2014-07-08,201500,3,1,1320,7360,1,0,0,4,1470,0,1975,0,"az"
2014-06-25,450000,3,1.5,1530,6180,1,0,0,3,1080,420,1942,2002,"aa"
2014-06-13,440000,3,1,1110,3750,1,0,0,3,1230,0,1928,2001,"aa"
2014-05-19,241000,2,1.75,1590,7775,1,0,0,4,1830,0,1952,0,"aa"
2014-05-29,4e+05,4,2.75,2220,4228,1,0,0,3,1270,970,1917,2009,"aa"
2014-05-09,590000,5,1.75,3290,11446,1.5,0,0,3,2240,960,1974,0,"ae"
2014-05-22,356000,3,2,1270,1318,2,0,3,3,1105,180,2004,2003,"aa"
2014-06-19,310000,2,1,870,5316,1,0,0,4,870,0,1941,1998,"aa"
2014-06-11,460000,3,1.75,2350,5750,1.5,0,0,4,1940,410,1928,0,"aa"
2014-06-30,1230000,5,3.25,3230,15907,1.5,0,0,5,1750,1500,1920,1984,"ac"
2014-05-27,627000,3,3,2340,9600,1,0,0,5,1400,930,1940,0,"aa"
2014-05-29,475300,3,1.75,1750,7735,1,0,0,3,1210,550,1981,2013,"ae"
2014-05-07,515000,4,2.5,2000,5790,2,0,0,3,2000,0,1978,0,"ak"
2014-07-08,542000,3,3.5,2760,18029,2,0,0,3,2780,0,2007,0,"ah"
2014-05-20,515000,5,4.75,2860,5086,2,0,2,3,2230,660,1999,0,"aa"
2014-05-23,259585.571429,3,2.5,1850,19966,1,0,0,3,1780,250,1968,1997,"af"
2014-06-06,510000,4,2.5,2910,7420,2,0,0,3,2920,0,1995,0,"ao"
2014-07-02,535000,3,2.5,3660,7200,2.5,0,0,3,3670,0,2006,0,"ad"
2014-05-20,5e+05,5,3,2990,13193,2,0,0,3,3020,0,1979,2014,"az"
2014-05-23,80000,3,1,1250,8056,1,0,0,5,1240,0,1949,0,"ak"
2014-06-04,270000,3,2.5,1720,6270,2,0,0,3,1720,0,1994,0,"aq"
2014-07-03,425000,3,1.5,1270,4000,1,0,0,3,650,700,1911,1986,"aa"
2014-05-06,455000,5,2.75,3150,7685,2,0,0,3,3150,0,2001,0,"ad"
2014-05-19,462000,3,1.75,1560,11600,1,0,0,4,1170,470,1967,0,"ae"
2014-06-06,315368.7,3,1.5,1360,8640,1,0,0,3,1320,0,1962,2003,"ac"
2014-06-14,525000,4,2.75,3110,5000,1.5,0,0,3,2600,570,1925,2003,"aa"
2014-05-23,585000,3,2,1480,5000,1,0,0,3,1380,145,1998,2006,"ag"
2014-06-18,975000,4,2.5,3170,7500,2,0,0,3,3160,0,2014,0,"ac"
2014-05-07,630000,3,2.5,1750,1548,3,0,0,5,1530,370,2009,0,"aa"
2014-05-05,560000,3,2,2000,6000,1,0,0,4,1000,990,1946,1988,"aa"
2014-07-03,342000,4,2.5,2230,5000,2,0,0,3,2230,0,2005,0,"ay"
2014-06-09,442500,5,1.75,1940,7200,1,0,0,5,1090,830,1954,0,"aa"
2014-05-16,523000,2,1,970,5000,1,0,2,5,970,0,1963,0,"ac"
2014-06-06,805000,4,2.25,2130,12112,1,0,0,4,1340,780,1959,0,"ae"
2014-05-06,5e+05,3,2.5,2280,327135,2,0,0,3,2270,0,1994,0,"ap"
2014-05-21,1065000,3,2.5,2850,27144,2,0,0,3,2810,0,1953,0,"aa"
2014-05-29,267500,3,1.5,1060,10650,1,0,0,5,1060,0,1947,0,"ai"
2014-05-16,377500,2,2.5,1175,1027,3,0,0,3,1160,0,2006,0,"aa"
2014-06-11,280000,3,1,1130,27760,1,0,0,4,1150,0,1963,0,"as"
2014-07-09,284000,4,2.5,1940,6962,2,0,0,3,1940,0,1997,0,"bd"
2014-07-02,535000,2,0.75,1050,3400,1,0,0,3,1060,0,1915,0,"aa"
2014-05-02,555000,4,2.5,3100,6887,2,0,0,3,3120,0,2004,2003,"ad"
2014-05-22,625000,3,1.75,2430,11472,1,0,0,4,1410,1000,1984,0,"am"
2014-07-09,252000,4,2.5,2050,7956,2,0,0,3,2050,0,1989,0,"aq"
2014-06-24,236000,5,1.5,1880,7738,1,0,0,3,1320,550,1966,1963,"az"
2014-07-09,525000,3,2.25,2330,5350,1,0,0,5,1200,1140,1920,0,"aa"
2014-06-25,595888,3,2.5,2410,11000,2,0,0,3,2400,0,1987,2000,"am"
2014-06-02,645000,4,2.25,2750,6180,2,0,4,5,2760,500,1910,1956,"bb"
2014-07-07,1450000,4,3,3550,7232,2,0,1,3,2430,1150,1952,2008,"am"
2014-05-07,248500,4,1.75,2190,13515,2,0,0,4,2190,0,1906,1990,"ar"
2014-05-06,0,4,4.5,3700,8936,2,0,0,3,2540,1210,1984,0,"az"
2014-06-06,585000,4,2.5,3150,9225,1,0,0,5,1770,1340,1974,0,"ap"
2014-06-06,6e+05,3,2.25,2060,7350,2,0,0,4,2070,0,1968,0,"ac"
2014-05-16,180000,2,1,1180,10350,1,0,0,3,1160,120,1981,2013,"bb"
2014-05-10,320000,4,1.75,1700,70800,1,0,0,2,1110,610,1975,0,"af"
2014-06-25,995000,3,2.25,3530,5001,3,0,2,4,2080,1200,1926,1993,"aa"
2014-06-04,340000,4,2.5,2240,5338,2,0,0,4,2230,0,1993,0,"ad"
2014-06-03,847000,4,1.75,2360,4000,1.5,0,2,4,1270,1020,1940,2001,"aa"
2014-06-20,2110000,3,2.25,3000,78843,2,0,2,3,2470,500,1926,2010,"al"
2014-07-08,970000,5,3.25,3770,10900,2,0,0,3,3990,0,2004,2003,"ag"
2014-06-06,535500,4,2.5,2450,36445,2,0,1,4,2450,0,2000,0,"ba"
